GEO.id,GEO.id2,GEO.display-label,HD01_VD01
Id,Id2,Geography,Estimate; Median gross rent
1500000US480291307002,480291307002,"Block Group 2, Census Tract 1307, Bexar County, Texas",689
1500000US480291308001,480291308001,"Block Group 1, Census Tract 1308, Bexar County, Texas",860
1500000US480291308002,480291308002,"Block Group 2, Census Tract 1308, Bexar County, Texas",732
1500000US480291308003,480291308003,"Block Group 3, Census Tract 1308, Bexar County, Texas",1031
1500000US480291308004,480291308004,"Block Group 4, Census Tract 1308, Bexar County, Texas",747
1500000US480291309001,480291309001,"Block Group 1, Census Tract 1309, Bexar County, Texas",784
1500000US480291309002,480291309002,"Block Group 2, Census Tract 1309, Bexar County, Texas",391
1500000US480291309003,480291309003,"Block Group 3, Census Tract 1309, Bexar County, Texas",884
1500000US480291310001,480291310001,"Block Group 1, Census Tract 1310, Bexar County, Texas",806
1500000US480291310002,480291310002,"Block Group 2, Census Tract 1310, Bexar County, Texas",879
1500000US480291310003,480291310003,"Block Group 3, Census Tract 1310, Bexar County, Texas",922
1500000US480291310004,480291310004,"Block Group 4, Census Tract 1310, Bexar County, Texas",848
1500000US480291311001,480291311001,"Block Group 1, Census Tract 1311, Bexar County, Texas",770
1500000US480291311002,480291311002,"Block Group 2, Census Tract 1311, Bexar County, Texas",771
1500000US480291311003,480291311003,"Block Group 3, Census Tract 1311, Bexar County, Texas",857
1500000US480291312001,480291312001,"Block Group 1, Census Tract 1312, Bexar County, Texas",698
1500000US480291312002,480291312002,"Block Group 2, Census Tract 1312, Bexar County, Texas",763
1500000US480291313001,480291313001,"Block Group 1, Census Tract 1313, Bexar County, Texas",-
1500000US480291313002,480291313002,"Block Group 2, Census Tract 1313, Bexar County, Texas",527
1500000US480291313003,480291313003,"Block Group 3, Census Tract 1313, Bexar County, Texas",841
1500000US480291313004,480291313004,"Block Group 4, Census Tract 1313, Bexar County, Texas",1519
1500000US480291314011,480291314011,"Block Group 1, Census Tract 1314.01, Bexar County, Texas",847
1500000US480291314012,480291314012,"Block Group 2, Census Tract 1314.01, Bexar County, Texas",799
1500000US480291314021,480291314021,"Block Group 1, Census Tract 1314.02, Bexar County, Texas",924
1500000US480291314022,480291314022,"Block Group 2, Census Tract 1314.02, Bexar County, Texas",969
1500000US480291315031,480291315031,"Block Group 1, Census Tract 1315.03, Bexar County, Texas",631
1500000US480291315032,480291315032,"Block Group 2, Census Tract 1315.03, Bexar County, Texas",1084
1500000US480291315033,480291315033,"Block Group 3, Census Tract 1315.03, Bexar County, Texas",-
1500000US480291315041,480291315041,"Block Group 1, Census Tract 1315.04, Bexar County, Texas",980
1500000US480291315042,480291315042,"Block Group 2, Census Tract 1315.04, Bexar County, Texas",1123
1500000US480291315043,480291315043,"Block Group 3, Census Tract 1315.04, Bexar County, Texas",1061
1500000US480291315051,480291315051,"Block Group 1, Census Tract 1315.05, Bexar County, Texas",1045
1500000US480291315052,480291315052,"Block Group 2, Census Tract 1315.05, Bexar County, Texas",1269
1500000US480291315061,480291315061,"Block Group 1, Census Tract 1315.06, Bexar County, Texas",716
1500000US480291315062,480291315062,"Block Group 2, Census Tract 1315.06, Bexar County, Texas",1283
1500000US480291315071,480291315071,"Block Group 1, Census Tract 1315.07, Bexar County, Texas",957
1500000US480291315072,480291315072,"Block Group 2, Census Tract 1315.07, Bexar County, Texas",1082
1500000US480291315073,480291315073,"Block Group 3, Census Tract 1315.07, Bexar County, Texas",1093
1500000US480291316011,480291316011,"Block Group 1, Census Tract 1316.01, Bexar County, Texas",936
1500000US480291316012,480291316012,"Block Group 2, Census Tract 1316.01, Bexar County, Texas",2046
1500000US480291316061,480291316061,"Block Group 1, Census Tract 1316.06, Bexar County, Texas",792
1500000US480291316062,480291316062,"Block Group 2, Census Tract 1316.06, Bexar County, Texas",1086
1500000US480291316081,480291316081,"Block Group 1, Census Tract 1316.08, Bexar County, Texas",900
1500000US480291316082,480291316082,"Block Group 2, Census Tract 1316.08, Bexar County, Texas",1156
1500000US480291316091,480291316091,"Block Group 1, Census Tract 1316.09, Bexar County, Texas",1476
1500000US480291316092,480291316092,"Block Group 2, Census Tract 1316.09, Bexar County, Texas",1370
1500000US480291316093,480291316093,"Block Group 3, Census Tract 1316.09, Bexar County, Texas",983
1500000US480291316101,480291316101,"Block Group 1, Census Tract 1316.10, Bexar County, Texas",1144
1500000US480291316102,480291316102,"Block Group 2, Census Tract 1316.10, Bexar County, Texas",1258
1500000US480291316111,480291316111,"Block Group 1, Census Tract 1316.11, Bexar County, Texas",1420
1500000US480291316121,480291316121,"Block Group 1, Census Tract 1316.12, Bexar County, Texas",1287
1500000US480291316131,480291316131,"Block Group 1, Census Tract 1316.13, Bexar County, Texas",1269
1500000US480291316132,480291316132,"Block Group 2, Census Tract 1316.13, Bexar County, Texas",1343
1500000US480291316141,480291316141,"Block Group 1, Census Tract 1316.14, Bexar County, Texas",1253
1500000US480291316142,480291316142,"Block Group 2, Census Tract 1316.14, Bexar County, Texas",1341
1500000US480291316151,480291316151,"Block Group 1, Census Tract 1316.15, Bexar County, Texas",954
