name,blockgroup,rent
1500000US480291411023,"Block Group 3, Census Tract 1411.02, Bexar County, Texas",748
1500000US480291412001,"Block Group 1, Census Tract 1412, Bexar County, Texas",741
1500000US480291412002,"Block Group 2, Census Tract 1412, Bexar County, Texas",1011
1500000US480291412003,"Block Group 3, Census Tract 1412, Bexar County, Texas",782
1500000US480291412004,"Block Group 4, Census Tract 1412, Bexar County, Texas",778
1500000US480291412005,"Block Group 5, Census Tract 1412, Bexar County, Texas",648
1500000US480291412006,"Block Group 6, Census Tract 1412, Bexar County, Texas",-
1500000US480291413001,"Block Group 1, Census Tract 1413, Bexar County, Texas",649
1500000US480291413002,"Block Group 2, Census Tract 1413, Bexar County, Texas",833
1500000US480291413003,"Block Group 3, Census Tract 1413, Bexar County, Texas",763
1500000US480291414021,"Block Group 1, Census Tract 1414.02, Bexar County, Texas",790
1500000US480291414022,"Block Group 2, Census Tract 1414.02, Bexar County, Texas",1364
1500000US480291414031,"Block Group 1, Census Tract 1414.03, Bexar County, Texas",954
1500000US480291414032,"Block Group 2, Census Tract 1414.03, Bexar County, Texas",935
1500000US480291414041,"Block Group 1, Census Tract 1414.04, Bexar County, Texas",1124
1500000US480291414042,"Block Group 2, Census Tract 1414.04, Bexar County, Texas",894
1500000US480291414043,"Block Group 3, Census Tract 1414.04, Bexar County, Texas",565
1500000US480291416001,"Block Group 1, Census Tract 1416, Bexar County, Texas",1144
1500000US480291416002,"Block Group 2, Census Tract 1416, Bexar County, Texas",915
1500000US480291417001,"Block Group 1, Census Tract 1417, Bexar County, Texas",886
1500000US480291417002,"Block Group 2, Census Tract 1417, Bexar County, Texas",-
1500000US480291418001,"Block Group 1, Census Tract 1418, Bexar County, Texas",852
1500000US480291418002,"Block Group 2, Census Tract 1418, Bexar County, Texas",1009
1500000US480291418003,"Block Group 3, Census Tract 1418, Bexar County, Texas",788
1500000US480291419001,"Block Group 1, Census Tract 1419, Bexar County, Texas",1014
1500000US480291419002,"Block Group 2, Census Tract 1419, Bexar County, Texas",-
1500000US480291419003,"Block Group 3, Census Tract 1419, Bexar County, Texas",-
1500000US480291501001,"Block Group 1, Census Tract 1501, Bexar County, Texas",967
1500000US480291501002,"Block Group 2, Census Tract 1501, Bexar County, Texas",631
1500000US480291501003,"Block Group 3, Census Tract 1501, Bexar County, Texas",633
1500000US480291501004,"Block Group 4, Census Tract 1501, Bexar County, Texas",618
1500000US480291503001,"Block Group 1, Census Tract 1503, Bexar County, Texas",662
1500000US480291503002,"Block Group 2, Census Tract 1503, Bexar County, Texas",780
1500000US480291503003,"Block Group 3, Census Tract 1503, Bexar County, Texas",543
1500000US480291503004,"Block Group 4, Census Tract 1503, Bexar County, Texas",665
1500000US480291504001,"Block Group 1, Census Tract 1504, Bexar County, Texas",777
1500000US480291504002,"Block Group 2, Census Tract 1504, Bexar County, Texas",535
1500000US480291504003,"Block Group 3, Census Tract 1504, Bexar County, Texas",739
1500000US480291505011,"Block Group 1, Census Tract 1505.01, Bexar County, Texas",766
1500000US480291505012,"Block Group 2, Census Tract 1505.01, Bexar County, Texas",601
1500000US480291505013,"Block Group 3, Census Tract 1505.01, Bexar County, Texas",726
1500000US480291505014,"Block Group 4, Census Tract 1505.01, Bexar County, Texas",964
1500000US480291505021,"Block Group 1, Census Tract 1505.02, Bexar County, Texas",805
1500000US480291505022,"Block Group 2, Census Tract 1505.02, Bexar County, Texas",822
1500000US480291505023,"Block Group 3, Census Tract 1505.02, Bexar County, Texas",723
1500000US480291506001,"Block Group 1, Census Tract 1506, Bexar County, Texas",747
1500000US480291506002,"Block Group 2, Census Tract 1506, Bexar County, Texas",785
1500000US480291506003,"Block Group 3, Census Tract 1506, Bexar County, Texas",608
1500000US480291506004,"Block Group 4, Census Tract 1506, Bexar County, Texas",910
1500000US480291507001,"Block Group 1, Census Tract 1507, Bexar County, Texas",968
1500000US480291507002,"Block Group 2, Census Tract 1507, Bexar County, Texas",711
1500000US480291507003,"Block Group 3, Census Tract 1507, Bexar County, Texas",1110
1500000US480291507004,"Block Group 4, Census Tract 1507, Bexar County, Texas",697
1500000US480291507005,"Block Group 5, Census Tract 1507, Bexar County, Texas",-
1500000US480291507006,"Block Group 6, Census Tract 1507, Bexar County, Texas",874
1500000US480291508001,"Block Group 1, Census Tract 1508, Bexar County, Texas",387
1500000US480291508002,"Block Group 2, Census Tract 1508, Bexar County, Texas",910
1500000US480291508003,"Block Group 3, Census Tract 1508, Bexar County, Texas",419
1500000US480291509001,"Block Group 1, Census Tract 1509, Bexar County, Texas",1277
1500000US480291509002,"Block Group 2, Census Tract 1509, Bexar County, Texas",540
1500000US480291509003,"Block Group 3, Census Tract 1509, Bexar County, Texas",566
1500000US480291509004,"Block Group 4, Census Tract 1509, Bexar County, Texas",498
1500000US480291509005,"Block Group 5, Census Tract 1509, Bexar County, Texas",808
1500000US480291510001,"Block Group 1, Census Tract 1510, Bexar County, Texas",912
1500000US480291510002,"Block Group 2, Census Tract 1510, Bexar County, Texas",586
1500000US480291510003,"Block Group 3, Census Tract 1510, Bexar County, Texas",702
1500000US480291511001,"Block Group 1, Census Tract 1511, Bexar County, Texas",824
1500000US480291511002,"Block Group 2, Census Tract 1511, Bexar County, Texas",1021
1500000US480291511003,"Block Group 3, Census Tract 1511, Bexar County, Texas",-
1500000US480291511004,"Block Group 4, Census Tract 1511, Bexar County, Texas",976
1500000US480291511005,"Block Group 5, Census Tract 1511, Bexar County, Texas",-
1500000US480291511006,"Block Group 6, Census Tract 1511, Bexar County, Texas",384
1500000US480291511007,"Block Group 7, Census Tract 1511, Bexar County, Texas",887
1500000US480291512001,"Block Group 1, Census Tract 1512, Bexar County, Texas",1324
1500000US480291512002,"Block Group 2, Census Tract 1512, Bexar County, Texas",725
1500000US480291512003,"Block Group 3, Census Tract 1512, Bexar County, Texas",-
1500000US480291512004,"Block Group 4, Census Tract 1512, Bexar County, Texas",-
1500000US480291512005,"Block Group 5, Census Tract 1512, Bexar County, Texas",1234
1500000US480291513011,"Block Group 1, Census Tract 1513.01, Bexar County, Texas",805
1500000US480291513012,"Block Group 2, Census Tract 1513.01, Bexar County, Texas",770
1500000US480291513013,"Block Group 3, Census Tract 1513.01, Bexar County, Texas",775
1500000US480291513014,"Block Group 4, Census Tract 1513.01, Bexar County, Texas",933
1500000US480291513021,"Block Group 1, Census Tract 1513.02, Bexar County, Texas",694
1500000US480291513022,"Block Group 2, Census Tract 1513.02, Bexar County, Texas",738
1500000US480291514001,"Block Group 1, Census Tract 1514, Bexar County, Texas",759
1500000US480291514002,"Block Group 2, Census Tract 1514, Bexar County, Texas",738
1500000US480291514003,"Block Group 3, Census Tract 1514, Bexar County, Texas",653
1500000US480291514004,"Block Group 4, Census Tract 1514, Bexar County, Texas",683
1500000US480291515001,"Block Group 1, Census Tract 1515, Bexar County, Texas",600
1500000US480291515002,"Block Group 2, Census Tract 1515, Bexar County, Texas",762
1500000US480291515003,"Block Group 3, Census Tract 1515, Bexar County, Texas",683
1500000US480291516001,"Block Group 1, Census Tract 1516, Bexar County, Texas",824
1500000US480291516002,"Block Group 2, Census Tract 1516, Bexar County, Texas",757
1500000US480291516003,"Block Group 3, Census Tract 1516, Bexar County, Texas",733
1500000US480291516004,"Block Group 4, Census Tract 1516, Bexar County, Texas",757
1500000US480291516005,"Block Group 5, Census Tract 1516, Bexar County, Texas",-
1500000US480291517001,"Block Group 1, Census Tract 1517, Bexar County, Texas",676
1500000US480291517002,"Block Group 2, Census Tract 1517, Bexar County, Texas",829
1500000US480291517003,"Block Group 3, Census Tract 1517, Bexar County, Texas",770
1500000US480291517004,"Block Group 4, Census Tract 1517, Bexar County, Texas",-
1500000US480291517005,"Block Group 5, Census Tract 1517, Bexar County, Texas",610
1500000US480291519001,"Block Group 1, Census Tract 1519, Bexar County, Texas",917
1500000US480291519002,"Block Group 2, Census Tract 1519, Bexar County, Texas",910
1500000US480291520001,"Block Group 1, Census Tract 1520, Bexar County, Texas",867
1500000US480291521001,"Block Group 1, Census Tract 1521, Bexar County, Texas",-
1500000US480291521002,"Block Group 2, Census Tract 1521, Bexar County, Texas",-
1500000US480291521003,"Block Group 3, Census Tract 1521, Bexar County, Texas",420
1500000US480291521004,"Block Group 4, Census Tract 1521, Bexar County, Texas",1000
1500000US480291522011,"Block Group 1, Census Tract 1522.01, Bexar County, Texas",870
1500000US480291522012,"Block Group 2, Census Tract 1522.01, Bexar County, Texas",950
1500000US480291522013,"Block Group 3, Census Tract 1522.01, Bexar County, Texas",442
1500000US480291522021,"Block Group 1, Census Tract 1522.02, Bexar County, Texas",582
1500000US480291522022,"Block Group 2, Census Tract 1522.02, Bexar County, Texas",938
1500000US480291601001,"Block Group 1, Census Tract 1601, Bexar County, Texas",313
1500000US480291601002,"Block Group 2, Census Tract 1601, Bexar County, Texas",619
1500000US480291601003,"Block Group 3, Census Tract 1601, Bexar County, Texas",-
1500000US480291601004,"Block Group 4, Census Tract 1601, Bexar County, Texas",782
1500000US480291602001,"Block Group 1, Census Tract 1602, Bexar County, Texas",751
1500000US480291602002,"Block Group 2, Census Tract 1602, Bexar County, Texas",848
1500000US480291602003,"Block Group 3, Census Tract 1602, Bexar County, Texas",758
1500000US480291603001,"Block Group 1, Census Tract 1603, Bexar County, Texas",780
1500000US480291603002,"Block Group 2, Census Tract 1603, Bexar County, Texas",917
1500000US480291603003,"Block Group 3, Census Tract 1603, Bexar County, Texas",1087
1500000US480291603004,"Block Group 4, Census Tract 1603, Bexar County, Texas",623
1500000US480291603005,"Block Group 5, Census Tract 1603, Bexar County, Texas",903
1500000US480291604001,"Block Group 1, Census Tract 1604, Bexar County, Texas",592
1500000US480291604002,"Block Group 2, Census Tract 1604, Bexar County, Texas",717
1500000US480291604003,"Block Group 3, Census Tract 1604, Bexar County, Texas",857
1500000US480291604004,"Block Group 4, Census Tract 1604, Bexar County, Texas",1005
1500000US480291605011,"Block Group 1, Census Tract 1605.01, Bexar County, Texas",427
1500000US480291605012,"Block Group 2, Census Tract 1605.01, Bexar County, Texas",491
1500000US480291605013,"Block Group 3, Census Tract 1605.01, Bexar County, Texas",496
1500000US480291605021,"Block Group 1, Census Tract 1605.02, Bexar County, Texas",886
1500000US480291605022,"Block Group 2, Census Tract 1605.02, Bexar County, Texas",566
1500000US480291605023,"Block Group 3, Census Tract 1605.02, Bexar County, Texas",749
1500000US480291605024,"Block Group 4, Census Tract 1605.02, Bexar County, Texas",950
1500000US480291606001,"Block Group 1, Census Tract 1606, Bexar County, Texas",863
1500000US480291606002,"Block Group 2, Census Tract 1606, Bexar County, Texas",871
1500000US480291606003,"Block Group 3, Census Tract 1606, Bexar County, Texas",493
1500000US480291607011,"Block Group 1, Census Tract 1607.01, Bexar County, Texas",-
1500000US480291607012,"Block Group 2, Census Tract 1607.01, Bexar County, Texas",763
1500000US480291607013,"Block Group 3, Census Tract 1607.01, Bexar County, Texas",598
1500000US480291607021,"Block Group 1, Census Tract 1607.02, Bexar County, Texas",623
1500000US480291607022,"Block Group 2, Census Tract 1607.02, Bexar County, Texas",398
1500000US480291607023,"Block Group 3, Census Tract 1607.02, Bexar County, Texas",611
1500000US480291607024,"Block Group 4, Census Tract 1607.02, Bexar County, Texas",623
1500000US480291609011,"Block Group 1, Census Tract 1609.01, Bexar County, Texas",572
1500000US480291609012,"Block Group 2, Census Tract 1609.01, Bexar County, Texas",575
1500000US480291609013,"Block Group 3, Census Tract 1609.01, Bexar County, Texas",704
1500000US480291609021,"Block Group 1, Census Tract 1609.02, Bexar County, Texas",784
1500000US480291609022,"Block Group 2, Census Tract 1609.02, Bexar County, Texas",675
1500000US480291609023,"Block Group 3, Census Tract 1609.02, Bexar County, Texas",668
1500000US480291610001,"Block Group 1, Census Tract 1610, Bexar County, Texas",655
1500000US480291610002,"Block Group 2, Census Tract 1610, Bexar County, Texas",839
1500000US480291611001,"Block Group 1, Census Tract 1611, Bexar County, Texas",811
1500000US480291611002,"Block Group 2, Census Tract 1611, Bexar County, Texas",-
1500000US480291611003,"Block Group 3, Census Tract 1611, Bexar County, Texas",671
1500000US480291611004,"Block Group 4, Census Tract 1611, Bexar County, Texas",-
1500000US480291611005,"Block Group 5, Census Tract 1611, Bexar County, Texas",855
1500000US480291611006,"Block Group 6, Census Tract 1611, Bexar County, Texas",-
1500000US480291612001,"Block Group 1, Census Tract 1612, Bexar County, Texas",858
1500000US480291612002,"Block Group 2, Census Tract 1612, Bexar County, Texas",906
1500000US480291613021,"Block Group 1, Census Tract 1613.02, Bexar County, Texas",889
1500000US480291613022,"Block Group 2, Census Tract 1613.02, Bexar County, Texas",968
1500000US480291613031,"Block Group 1, Census Tract 1613.03, Bexar County, Texas",915
1500000US480291613032,"Block Group 2, Census Tract 1613.03, Bexar County, Texas",942
1500000US480291613041,"Block Group 1, Census Tract 1613.04, Bexar County, Texas",773
1500000US480291613042,"Block Group 2, Census Tract 1613.04, Bexar County, Texas",1024
1500000US480291614001,"Block Group 1, Census Tract 1614, Bexar County, Texas",1585
1500000US480291615011,"Block Group 1, Census Tract 1615.01, Bexar County, Texas",724
1500000US480291615012,"Block Group 2, Census Tract 1615.01, Bexar County, Texas",850
1500000US480291615013,"Block Group 3, Census Tract 1615.01, Bexar County, Texas",660
1500000US480291615014,"Block Group 4, Census Tract 1615.01, Bexar County, Texas",777
1500000US480291615015,"Block Group 5, Census Tract 1615.01, Bexar County, Texas",860
1500000US480291615031,"Block Group 1, Census Tract 1615.03, Bexar County, Texas",932
1500000US480291615032,"Block Group 2, Census Tract 1615.03, Bexar County, Texas",1096
1500000US480291615033,"Block Group 3, Census Tract 1615.03, Bexar County, Texas",974
1500000US480291615041,"Block Group 1, Census Tract 1615.04, Bexar County, Texas",801
1500000US480291615042,"Block Group 2, Census Tract 1615.04, Bexar County, Texas",883
1500000US480291616001,"Block Group 1, Census Tract 1616, Bexar County, Texas",1147
1500000US480291616002,"Block Group 2, Census Tract 1616, Bexar County, Texas",643
1500000US480291618011,"Block Group 1, Census Tract 1618.01, Bexar County, Texas",941
1500000US480291618012,"Block Group 2, Census Tract 1618.01, Bexar County, Texas",883
1500000US480291618021,"Block Group 1, Census Tract 1618.02, Bexar County, Texas",1148
1500000US480291618022,"Block Group 2, Census Tract 1618.02, Bexar County, Texas",879
1500000US480291619011,"Block Group 1, Census Tract 1619.01, Bexar County, Texas",648
1500000US480291619021,"Block Group 1, Census Tract 1619.02, Bexar County, Texas",-
1500000US480291619022,"Block Group 2, Census Tract 1619.02, Bexar County, Texas",639
1500000US480291619023,"Block Group 3, Census Tract 1619.02, Bexar County, Texas",1398
1500000US480291620011,"Block Group 1, Census Tract 1620.01, Bexar County, Texas",644
1500000US480291620031,"Block Group 1, Census Tract 1620.03, Bexar County, Texas",764
1500000US480291620032,"Block Group 2, Census Tract 1620.03, Bexar County, Texas",725
1500000US480291620033,"Block Group 3, Census Tract 1620.03, Bexar County, Texas",-
1500000US480291620041,"Block Group 1, Census Tract 1620.04, Bexar County, Texas",789
1500000US480291620042,"Block Group 2, Census Tract 1620.04, Bexar County, Texas",615
1500000US480291701011,"Block Group 1, Census Tract 1701.01, Bexar County, Texas",733
1500000US480291701012,"Block Group 2, Census Tract 1701.01, Bexar County, Texas",779
1500000US480291701013,"Block Group 3, Census Tract 1701.01, Bexar County, Texas",852
1500000US480291701021,"Block Group 1, Census Tract 1701.02, Bexar County, Texas",468
1500000US480291701022,"Block Group 2, Census Tract 1701.02, Bexar County, Texas",805
1500000US480291701023,"Block Group 3, Census Tract 1701.02, Bexar County, Texas",526
1500000US480291702001,"Block Group 1, Census Tract 1702, Bexar County, Texas",537
1500000US480291702002,"Block Group 2, Census Tract 1702, Bexar County, Texas",713
1500000US480291702003,"Block Group 3, Census Tract 1702, Bexar County, Texas",395
1500000US480291702004,"Block Group 4, Census Tract 1702, Bexar County, Texas",584
1500000US480291702005,"Block Group 5, Census Tract 1702, Bexar County, Texas",300
1500000US480291702006,"Block Group 6, Census Tract 1702, Bexar County, Texas",730
1500000US480291703001,"Block Group 1, Census Tract 1703, Bexar County, Texas",820
1500000US480291703002,"Block Group 2, Census Tract 1703, Bexar County, Texas",-
1500000US480291703003,"Block Group 3, Census Tract 1703, Bexar County, Texas",672
1500000US480291703004,"Block Group 4, Census Tract 1703, Bexar County, Texas",-
1500000US480291703005,"Block Group 5, Census Tract 1703, Bexar County, Texas",533
1500000US480291703006,"Block Group 6, Census Tract 1703, Bexar County, Texas",772
1500000US480291704011,"Block Group 1, Census Tract 1704.01, Bexar County, Texas",1068
1500000US480291704012,"Block Group 2, Census Tract 1704.01, Bexar County, Texas",759
1500000US480291704013,"Block Group 3, Census Tract 1704.01, Bexar County, Texas",339
1500000US480291704014,"Block Group 4, Census Tract 1704.01, Bexar County, Texas",613
1500000US480291704021,"Block Group 1, Census Tract 1704.02, Bexar County, Texas",775
1500000US480291704022,"Block Group 2, Census Tract 1704.02, Bexar County, Texas",668
1500000US480291704023,"Block Group 3, Census Tract 1704.02, Bexar County, Texas",679
1500000US480291704024,"Block Group 4, Census Tract 1704.02, Bexar County, Texas",755
1500000US480291705001,"Block Group 1, Census Tract 1705, Bexar County, Texas",510
1500000US480291705002,"Block Group 2, Census Tract 1705, Bexar County, Texas",897
1500000US480291705003,"Block Group 3, Census Tract 1705, Bexar County, Texas",783
1500000US480291705004,"Block Group 4, Census Tract 1705, Bexar County, Texas",-
1500000US480291706001,"Block Group 1, Census Tract 1706, Bexar County, Texas",735
1500000US480291706002,"Block Group 2, Census Tract 1706, Bexar County, Texas",1044
1500000US480291706003,"Block Group 3, Census Tract 1706, Bexar County, Texas",699
1500000US480291706004,"Block Group 4, Census Tract 1706, Bexar County, Texas",797
1500000US480291707001,"Block Group 1, Census Tract 1707, Bexar County, Texas",-
1500000US480291707002,"Block Group 2, Census Tract 1707, Bexar County, Texas",677
1500000US480291707003,"Block Group 3, Census Tract 1707, Bexar County, Texas",699
1500000US480291708001,"Block Group 1, Census Tract 1708, Bexar County, Texas",541
1500000US480291708002,"Block Group 2, Census Tract 1708, Bexar County, Texas",749
1500000US480291709001,"Block Group 1, Census Tract 1709, Bexar County, Texas",698
1500000US480291709002,"Block Group 2, Census Tract 1709, Bexar County, Texas",866
1500000US480291709003,"Block Group 3, Census Tract 1709, Bexar County, Texas",616
1500000US480291710001,"Block Group 1, Census Tract 1710, Bexar County, Texas",659
1500000US480291710002,"Block Group 2, Census Tract 1710, Bexar County, Texas",867
1500000US480291710003,"Block Group 3, Census Tract 1710, Bexar County, Texas",564
1500000US480291710004,"Block Group 4, Census Tract 1710, Bexar County, Texas",821
1500000US480291710005,"Block Group 5, Census Tract 1710, Bexar County, Texas",-
1500000US480291711001,"Block Group 1, Census Tract 1711, Bexar County, Texas",540
1500000US480291711002,"Block Group 2, Census Tract 1711, Bexar County, Texas",-
1500000US480291712001,"Block Group 1, Census Tract 1712, Bexar County, Texas",966
1500000US480291712002,"Block Group 2, Census Tract 1712, Bexar County, Texas",505
1500000US480291712003,"Block Group 3, Census Tract 1712, Bexar County, Texas",645
1500000US480291713011,"Block Group 1, Census Tract 1713.01, Bexar County, Texas",-
1500000US480291713012,"Block Group 2, Census Tract 1713.01, Bexar County, Texas",584
1500000US480291713021,"Block Group 1, Census Tract 1713.02, Bexar County, Texas",-
1500000US480291713022,"Block Group 2, Census Tract 1713.02, Bexar County, Texas",-
1500000US480291713023,"Block Group 3, Census Tract 1713.02, Bexar County, Texas",739
1500000US480291713024,"Block Group 4, Census Tract 1713.02, Bexar County, Texas",826
1500000US480291714011,"Block Group 1, Census Tract 1714.01, Bexar County, Texas",926
1500000US480291714012,"Block Group 2, Census Tract 1714.01, Bexar County, Texas",609
1500000US480291714021,"Block Group 1, Census Tract 1714.02, Bexar County, Texas",870
1500000US480291714022,"Block Group 2, Census Tract 1714.02, Bexar County, Texas",850
1500000US480291714023,"Block Group 3, Census Tract 1714.02, Bexar County, Texas",978
1500000US480291715011,"Block Group 1, Census Tract 1715.01, Bexar County, Texas",580
1500000US480291715012,"Block Group 2, Census Tract 1715.01, Bexar County, Texas",911
1500000US480291715021,"Block Group 1, Census Tract 1715.02, Bexar County, Texas",774
1500000US480291715022,"Block Group 2, Census Tract 1715.02, Bexar County, Texas",-
1500000US480291715023,"Block Group 3, Census Tract 1715.02, Bexar County, Texas",714
1500000US480291715024,"Block Group 4, Census Tract 1715.02, Bexar County, Texas",973
1500000US480291716011,"Block Group 1, Census Tract 1716.01, Bexar County, Texas",946
1500000US480291716012,"Block Group 2, Census Tract 1716.01, Bexar County, Texas",761
1500000US480291716013,"Block Group 3, Census Tract 1716.01, Bexar County, Texas",620
1500000US480291716021,"Block Group 1, Census Tract 1716.02, Bexar County, Texas",850
1500000US480291716022,"Block Group 2, Census Tract 1716.02, Bexar County, Texas",793
1500000US480291717001,"Block Group 1, Census Tract 1717, Bexar County, Texas",707
1500000US480291717002,"Block Group 2, Census Tract 1717, Bexar County, Texas",911
1500000US480291717003,"Block Group 3, Census Tract 1717, Bexar County, Texas",718
1500000US480291717004,"Block Group 4, Census Tract 1717, Bexar County, Texas",1107
1500000US480291717005,"Block Group 5, Census Tract 1717, Bexar County, Texas",-
1500000US480291717006,"Block Group 6, Census Tract 1717, Bexar County, Texas",1040
1500000US480291718011,"Block Group 1, Census Tract 1718.01, Bexar County, Texas",432
1500000US480291718012,"Block Group 2, Census Tract 1718.01, Bexar County, Texas",798
1500000US480291718013,"Block Group 3, Census Tract 1718.01, Bexar County, Texas",722
1500000US480291718014,"Block Group 4, Census Tract 1718.01, Bexar County, Texas",494
1500000US480291718021,"Block Group 1, Census Tract 1718.02, Bexar County, Texas",916
1500000US480291718022,"Block Group 2, Census Tract 1718.02, Bexar County, Texas",907
1500000US480291718023,"Block Group 3, Census Tract 1718.02, Bexar County, Texas",683
1500000US480291718024,"Block Group 4, Census Tract 1718.02, Bexar County, Texas",725
1500000US480291718025,"Block Group 5, Census Tract 1718.02, Bexar County, Texas",573
1500000US480291719021,"Block Group 1, Census Tract 1719.02, Bexar County, Texas",792
1500000US480291719022,"Block Group 2, Census Tract 1719.02, Bexar County, Texas",1084
1500000US480291719023,"Block Group 3, Census Tract 1719.02, Bexar County, Texas",785
1500000US480291719031,"Block Group 1, Census Tract 1719.03, Bexar County, Texas",930
1500000US480291719032,"Block Group 2, Census Tract 1719.03, Bexar County, Texas",588
1500000US480291719033,"Block Group 3, Census Tract 1719.03, Bexar County, Texas",-
1500000US480291719034,"Block Group 4, Census Tract 1719.03, Bexar County, Texas",1005
1500000US480291719035,"Block Group 5, Census Tract 1719.03, Bexar County, Texas",896
1500000US480291719121,"Block Group 1, Census Tract 1719.12, Bexar County, Texas",1572
1500000US480291719122,"Block Group 2, Census Tract 1719.12, Bexar County, Texas",-
1500000US480291719131,"Block Group 1, Census Tract 1719.13, Bexar County, Texas",963
1500000US480291719132,"Block Group 2, Census Tract 1719.13, Bexar County, Texas",1284
1500000US480291719141,"Block Group 1, Census Tract 1719.14, Bexar County, Texas",-
1500000US480291719142,"Block Group 2, Census Tract 1719.14, Bexar County, Texas",1278
1500000US480291719143,"Block Group 3, Census Tract 1719.14, Bexar County, Texas",1175
1500000US480291719151,"Block Group 1, Census Tract 1719.15, Bexar County, Texas",1178
1500000US480291719161,"Block Group 1, Census Tract 1719.16, Bexar County, Texas",1312
1500000US480291719162,"Block Group 2, Census Tract 1719.16, Bexar County, Texas",1438
1500000US480291719163,"Block Group 3, Census Tract 1719.16, Bexar County, Texas",1327
1500000US480291719171,"Block Group 1, Census Tract 1719.17, Bexar County, Texas",1369
1500000US480291719172,"Block Group 2, Census Tract 1719.17, Bexar County, Texas",1410
1500000US480291719181,"Block Group 1, Census Tract 1719.18, Bexar County, Texas",1160
1500000US480291719182,"Block Group 2, Census Tract 1719.18, Bexar County, Texas",1076
1500000US480291719183,"Block Group 3, Census Tract 1719.18, Bexar County, Texas",1824
1500000US480291719184,"Block Group 4, Census Tract 1719.18, Bexar County, Texas",1471
1500000US480291719191,"Block Group 1, Census Tract 1719.19, Bexar County, Texas",1163
1500000US480291719201,"Block Group 1, Census Tract 1719.20, Bexar County, Texas",1372
1500000US480291719202,"Block Group 2, Census Tract 1719.20, Bexar County, Texas",1099
1500000US480291719211,"Block Group 1, Census Tract 1719.21, Bexar County, Texas",1063
1500000US480291719212,"Block Group 2, Census Tract 1719.21, Bexar County, Texas",1021
1500000US480291719213,"Block Group 3, Census Tract 1719.21, Bexar County, Texas",1125
1500000US480291719221,"Block Group 1, Census Tract 1719.22, Bexar County, Texas",1179
1500000US480291719231,"Block Group 1, Census Tract 1719.23, Bexar County, Texas",861
1500000US480291719232,"Block Group 2, Census Tract 1719.23, Bexar County, Texas",-
1500000US480291719233,"Block Group 3, Census Tract 1719.23, Bexar County, Texas",886
1500000US480291719234,"Block Group 4, Census Tract 1719.23, Bexar County, Texas",1181
1500000US480291719241,"Block Group 1, Census Tract 1719.24, Bexar County, Texas",1097
1500000US480291719242,"Block Group 2, Census Tract 1719.24, Bexar County, Texas",1222
1500000US480291719251,"Block Group 1, Census Tract 1719.25, Bexar County, Texas",-
1500000US480291719252,"Block Group 2, Census Tract 1719.25, Bexar County, Texas",1376
1500000US480291719253,"Block Group 3, Census Tract 1719.25, Bexar County, Texas",1609
1500000US480291719254,"Block Group 4, Census Tract 1719.25, Bexar County, Texas",858
1500000US480291720021,"Block Group 1, Census Tract 1720.02, Bexar County, Texas",1835
1500000US480291720022,"Block Group 2, Census Tract 1720.02, Bexar County, Texas",1304
1500000US480291720023,"Block Group 3, Census Tract 1720.02, Bexar County, Texas",1610
1500000US480291720031,"Block Group 1, Census Tract 1720.03, Bexar County, Texas",1423
1500000US480291720032,"Block Group 2, Census Tract 1720.03, Bexar County, Texas",1096
1500000US480291720041,"Block Group 1, Census Tract 1720.04, Bexar County, Texas",1242
1500000US480291720051,"Block Group 1, Census Tract 1720.05, Bexar County, Texas",1161
1500000US480291720052,"Block Group 2, Census Tract 1720.05, Bexar County, Texas",1594
1500000US480291720061,"Block Group 1, Census Tract 1720.06, Bexar County, Texas",1510
1500000US480291720062,"Block Group 2, Census Tract 1720.06, Bexar County, Texas",1677
1500000US480291720063,"Block Group 3, Census Tract 1720.06, Bexar County, Texas",714
1500000US480291720071,"Block Group 1, Census Tract 1720.07, Bexar County, Texas",1694
1500000US480291720072,"Block Group 2, Census Tract 1720.07, Bexar County, Texas",1629
1500000US480291720073,"Block Group 3, Census Tract 1720.07, Bexar County, Texas",2130
1500000US480291801011,"Block Group 1, Census Tract 1801.01, Bexar County, Texas",1370
1500000US480291801012,"Block Group 2, Census Tract 1801.01, Bexar County, Texas",1000
1500000US480291801013,"Block Group 3, Census Tract 1801.01, Bexar County, Texas",1019
1500000US480291801014,"Block Group 4, Census Tract 1801.01, Bexar County, Texas",737
1500000US480291801015,"Block Group 5, Census Tract 1801.01, Bexar County, Texas",877
1500000US480291801016,"Block Group 6, Census Tract 1801.01, Bexar County, Texas",1172
1500000US480291801021,"Block Group 1, Census Tract 1801.02, Bexar County, Texas",542
1500000US480291801022,"Block Group 2, Census Tract 1801.02, Bexar County, Texas",734
1500000US480291802011,"Block Group 1, Census Tract 1802.01, Bexar County, Texas",1286
1500000US480291802012,"Block Group 2, Census Tract 1802.01, Bexar County, Texas",810
1500000US480291802013,"Block Group 3, Census Tract 1802.01, Bexar County, Texas",678
1500000US480291802014,"Block Group 4, Census Tract 1802.01, Bexar County, Texas",906
1500000US480291802021,"Block Group 1, Census Tract 1802.02, Bexar County, Texas",525
1500000US480291802022,"Block Group 2, Census Tract 1802.02, Bexar County, Texas",645
1500000US480291802023,"Block Group 3, Census Tract 1802.02, Bexar County, Texas",549
1500000US480291802024,"Block Group 4, Census Tract 1802.02, Bexar County, Texas",1554
