CAMPUS,camp.name,dist.name,county,camp.street,camp.city,camp.zip,low.gd,high.gd,region,aea,charter,magnet,peg,all.stud,black.pct,amer.ind.pct,asian.pct,hisp.pct,pac.isld.pct,two.race.pct,white.pct,ecodis.pct,mobility.pct,r.all.cnt,m.all.cnt,r.notmeet.pct,r.approaches.pct,r.meets.pct,r.masters.pct,m.notmeet.pct,m.approaches.pct,m.meets.pct,m.masters.pct,sat.act.part.rate,avg.sat.total.score,avg.act.total.score,ap.ib.part.rate,ap.ib.above.criterion.rate,nceread,ncemath,avg.growth,eng1.all.cnt.2,eng1.meets.cnt.2,eng2.all.cnt.2,eng2.meets.cnt.2,alg1.all.cnt.2,alg1.meets.cnt.2,w.avg,stud.ach.grade,residuals,camp.perf.score,camp.perf.grade,growth.grade,middle.total.score.33.33.33,state.rank.33.33.33,total.grade.33.33.33,region.rank
7901041,CHARLOTTE MIDDLE,CHARLOTTE ISD,ATASCOSA COUNTY,P O BOX 489,CHARLOTTE,78011-0489,5,8,20,N,N,NO,Y,141,0,0,0,92.90780142,0,0,7.092198582,75.17730496,18.6,134,133,27.6119403,72.3880597,40.29850746,13.43283582,23.30827068,76.69172932,43.60902256,15.03759398,NA,NA,NA,NA,NA,53.72880936,52.00513077,52.86697007,NA,NA,NA,NA,NA,NA,41.95376501,C,10.29874067,52.25250568,B,B,48.97538917,616,B,40
