campus,district,twoWay,oneWay,ell,all,isDualLanguage,longitude,latitude
STEUBING EL,NORTHSIDE ISD,N/A,N/A,83.0,85.0,False,-98.65619822099995,29.55320448000003
BURKE EL,NORTHSIDE ISD,N/A,N/A,92.0,88.0,False,-98.68967589899995,29.506603139000035
RABA EL,NORTHSIDE ISD,N/A,N/A,75.0,87.0,False,-98.66061863499999,29.53745485400003
DRIGGERS EL,NORTHSIDE ISD,N/A,N/A,71.0,78.0,False,-98.62246526299998,29.482612468000067
CARNAHAN EL,NORTHSIDE ISD,N/A,N/A,76.0,74.0,False,-98.62140164399995,29.55727174000003
SCARBOROUGH EL,NORTHSIDE ISD,N/A,N/A,79.0,85.0,False,-98.73506434499996,29.52132799200007
BEARD EL,NORTHSIDE ISD,N/A,N/A,91.0,94.0,False,-98.65605425999996,29.580375713000016
BLATTMAN EL,NORTHSIDE ISD,N/A,N/A,87.0,94.0,False,-98.54595201999996,29.60136549400003
WARD EL,NORTHSIDE ISD,N/A,N/A,73.0,84.0,False,-98.70697513799996,29.519054732000026
HATCHETT EL,NORTHSIDE ISD,N/A,N/A,68.0,77.0,False,-98.66660750599999,29.425599
MEAD EL,NORTHSIDE ISD,N/A,N/A,65.0,71.0,False,-98.55427959599996,29.51566703400004
LANGLEY EL,NORTHSIDE ISD,N/A,N/A,80.0,87.0,False,-98.77630139099995,29.42562449500007
MARTIN EL,NORTHSIDE ISD,N/A,N/A,60.0,56.0,False,-98.60145887899995,29.44763235400006
KUENTZ EL,NORTHSIDE ISD,N/A,N/A,83.0,86.0,False,-98.68068595099999,29.56049189700007
FRANKLIN EL,NORTHSIDE ISD,N/A,N/A,97.0,90.0,False,-98.73284553299999,29.52753766600006
HENDERSON EL,NORTHSIDE ISD,N/A,N/A,76.0,85.0,False,-98.78325073899998,29.521245964000062
FIELDS EL,NORTHSIDE ISD,N/A,N/A,79.0,82.0,False,-98.71765808099995,29.530180383000072
COLE EL,NORTHSIDE ISD,N/A,N/A,87.0,90.0,False,-98.75443171199998,29.456440987000054
ELLISON EL,NORTHSIDE ISD,N/A,N/A,53.0,86.0,False,-98.62186049999997,29.639812531000075
LOS REYES EL,NORTHSIDE ISD,N/A,N/A,90.0,93.0,False,-98.65635792299997,29.587231414000026
JUDSON H S,JUDSON ISD,N/A,N/A,48.0,73.0,False,-98.30819046,29.510264988000074
KAREN WAGNER H S,JUDSON ISD,N/A,N/A,53.0,72.0,False,-98.35939370999995,29.457574145000024
VETERANS MEMORIAL H S,JUDSON ISD,N/A,N/A,62.0,80.0,False,-98.33711311899997,29.611219665000082
KITTY HAWK MIDDLE,JUDSON ISD,N/A,N/A,60.0,77.0,False,-98.31944808399997,29.54254548700005
WOODLAKE HILLS MIDDLE,JUDSON ISD,N/A,N/A,53.0,70.0,False,-98.35054839799994,29.488919108000058
JUDSON MIDDLE,JUDSON ISD,N/A,N/A,58.0,76.0,False,-98.29810328499997,29.510172308000044
HOPKINS EL,JUDSON ISD,72.0,N/A,71.0,75.0,True,-98.38115652199997,29.451335975000042
CORONADO VILLAGE EL,JUDSON ISD,72.0,N/A,71.0,77.0,True,-98.31874010199994,29.550018632000047
CRESTVIEW EL,JUDSON ISD,N/A,N/A,94.0,97.0,False,-98.33575922599994,29.541154845000037
WOODLAKE EL,JUDSON ISD,N/A,N/A,76.0,69.0,False,-98.353706576,29.47920940700005
SPRING MEADOWS EL,JUDSON ISD,N/A,N/A,80.0,69.0,False,-98.33527432799997,29.501446534000017
CANDLEWOOD EL,JUDSON ISD,N/A,N/A,60.0,58.0,False,-98.36797131099996,29.457790797000023
WILLIAM PASCHALL EL,JUDSON ISD,N/A,N/A,59.0,69.0,False,-98.36299349999996,29.472430466000038
MARY LOU HARTMAN,JUDSON ISD,72.0,N/A,75.0,74.0,True,-98.36408149299997,29.497418351000075
RICARDO SALINAS EL,JUDSON ISD,N/A,N/A,82.0,84.0,False,-98.31413450799994,29.53502329900005
JAMES L MASTERS,JUDSON ISD,N/A,N/A,65.0,80.0,False,-98.34865473699995,29.456375727000072
ROLLING MEADOWS EL,JUDSON ISD,N/A,N/A,82.0,86.0,False,-98.3420395099999,29.59676946400003
COPPERFIELD EL,JUDSON ISD,N/A,N/A,79.0,82.0,False,-98.28897202299999,29.500796167000026
JULIUS L MATTHEY MIDDLE,SOUTHSIDE ISD,N/A,N/A,58.0,61.0,False,-98.47354971999994,29.241692098000037
W M PEARCE PRI,SOUTHSIDE ISD,N/A,N/A,76.0,64.0,False,-98.47468214899999,29.235374624000023
LOSOYA INT,SOUTHSIDE ISD,71.0,N/A,58.0,62.0,True,-98.47118421099998,29.240839921000024
HERITAGE EL,SOUTHSIDE ISD,N/A,N/A,53.0,54.0,False,-98.44031348399994,29.220749483000077
FREEDOM EL,SOUTHSIDE ISD,84.0,N/A,83.0,64.0,True,-98.42017676099994,29.21933024700007
JULIAN C GALLARDO EL,SOUTHSIDE ISD,N/A,N/A,64.0,56.0,False,-98.47598035399994,29.303989512000037
