GameID,DateGame,VisitorTeam,HomeTeam,ShotType,PlayerID,PlayerName,XCoord,YCoord,ShotDistance
201711150MIN,2017-11-15,SAS,MIN,fg2x,aldrila01,"LaMarcus Aldridge",-73,152,16.00
201711150MIN,2017-11-15,SAS,MIN,fg3,millspa02,"Patty Mills",-7,248,24.00
201711150MIN,2017-11-15,SAS,MIN,fg3x,millspa02,"Patty Mills",-5,264,26.00
201711150MIN,2017-11-15,SAS,MIN,fg3,greenda02,"Danny Green",-70,258,26.00
201711150MIN,2017-11-15,SAS,MIN,fg2,lauvejo01,"Joffrey Lauvergne",9,16,1.00
201711150MIN,2017-11-15,SAS,MIN,fg3x,bertada01,"Davis Bertans",59,249,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,greenda02,"Danny Green",-7,43,4.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-79,195,21.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,gasolpa01,"Pau Gasol",35,200,20.00
201711170SAS,2017-11-17,OKC,SAS,fg2,millspa02,"Patty Mills",-20,13,2.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,millspa02,"Patty Mills",158,196,25.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,millspa02,"Patty Mills",70,242,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-164,88,18.00
201711170SAS,2017-11-17,OKC,SAS,fg3,millspa02,"Patty Mills",-56,256,26.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",228,6,22.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,gasolpa01,"Pau Gasol",33,199,20.00
201711170SAS,2017-11-17,OKC,SAS,fg3,greenda02,"Danny Green",-145,204,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",-100,107,14.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,anderky01,"Kyle Anderson",24,8,2.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,murrade01,"Dejounte Murray",-198,157,25.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,gayru01,"Rudy Gay",-127,223,25.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,gayru01,"Rudy Gay",102,236,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,gayru01,"Rudy Gay",11,4,1.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,forbebr01,"Bryn Forbes",-225,16,22.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,lauvejo01,"Joffrey Lauvergne",-13,409,40.00
201711170SAS,2017-11-17,OKC,SAS,fg2,gayru01,"Rudy Gay",-9,16,1.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,millspa02,"Patty Mills",-55,180,18.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",-228,54,23.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,gasolpa01,"Pau Gasol",41,48,6.00
201711170SAS,2017-11-17,OKC,SAS,fg2,gasolpa01,"Pau Gasol",-18,8,1.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",179,173,24.00
201711170SAS,2017-11-17,OKC,SAS,fg3,gasolpa01,"Pau Gasol",-14,259,25.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,millspa02,"Patty Mills",90,236,25.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",163,197,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",-1,18,1.00
201711170SAS,2017-11-17,OKC,SAS,fg3,greenda02,"Danny Green",223,23,22.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,aldrila01,"LaMarcus Aldridge",31,15,3.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,millspa02,"Patty Mills",-136,115,17.00
201711170SAS,2017-11-17,OKC,SAS,fg2,anderky01,"Kyle Anderson",9,6,1.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",-24,6,2.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,murrade01,"Dejounte Murray",37,33,4.00
201711170SAS,2017-11-17,OKC,SAS,fg3,greenda02,"Danny Green",171,183,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,anderky01,"Kyle Anderson",-8,17,1.00
201711170SAS,2017-11-17,OKC,SAS,fg3,greenda02,"Danny Green",136,215,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,anderky01,"Kyle Anderson",-6,3,0.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,aldrila01,"LaMarcus Aldridge",-230,-10,23.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,anderky01,"Kyle Anderson",-53,41,6.00
201711170SAS,2017-11-17,OKC,SAS,fg3,greenda02,"Danny Green",-230,4,23.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-86,126,15.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,anderky01,"Kyle Anderson",-36,142,14.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,millspa02,"Patty Mills",-189,215,28.00
201711170SAS,2017-11-17,OKC,SAS,fg3,millspa02,"Patty Mills",-86,231,24.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",9,10,1.00
201711170SAS,2017-11-17,OKC,SAS,fg3,gasolpa01,"Pau Gasol",-40,246,24.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",134,236,27.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,greenda02,"Danny Green",169,-2,16.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,aldrila01,"LaMarcus Aldridge",68,22,7.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,millspa02,"Patty Mills",9,15,1.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",0,-6,0.00
201711170SAS,2017-11-17,OKC,SAS,fg3,bertada01,"Davis Bertans",236,20,23.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",-53,89,10.00
201711170SAS,2017-11-17,OKC,SAS,fg3,bertada01,"Davis Bertans",-195,159,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,murrade01,"Dejounte Murray",-20,-5,2.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,ginobma01,"Manu Ginobili",-21,10,2.00
201711170SAS,2017-11-17,OKC,SAS,fg3,bertada01,"Davis Bertans",183,187,26.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,gayru01,"Rudy Gay",-27,6,2.00
201711170SAS,2017-11-17,OKC,SAS,fg3,ginobma01,"Manu Ginobili",176,183,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,gayru01,"Rudy Gay",35,11,3.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,bertada01,"Davis Bertans",217,134,25.00
201711170SAS,2017-11-17,OKC,SAS,fg3,ginobma01,"Manu Ginobili",22,251,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,murrade01,"Dejounte Murray",-154,-15,15.00
201711170SAS,2017-11-17,OKC,SAS,fg2,gayru01,"Rudy Gay",-4,-2,0.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,gayru01,"Rudy Gay",-62,140,15.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,millspa02,"Patty Mills",-163,178,24.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",165,198,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",-81,37,8.00
201711170SAS,2017-11-17,OKC,SAS,fg2,anderky01,"Kyle Anderson",-14,0,1.00
201711170SAS,2017-11-17,OKC,SAS,fg2x,forbebr01,"Bryn Forbes",50,189,19.00
201711170SAS,2017-11-17,OKC,SAS,fg2,forbebr01,"Bryn Forbes",19,9,2.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,gasolpa01,"Pau Gasol",-230,0,23.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",207,135,24.00
201711170SAS,2017-11-17,OKC,SAS,fg3x,greenda02,"Danny Green",-173,182,25.00
201711170SAS,2017-11-17,OKC,SAS,fg2,aldrila01,"LaMarcus Aldridge",0,-6,0.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-128,42,13.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-174,114,20.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",-22,0,2.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,greenda02,"Danny Green",-16,256,25.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,millspa02,"Patty Mills",-11,250,25.00
201711200SAS,2017-11-20,ATL,SAS,fg2,greenda02,"Danny Green",13,6,1.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,gasolpa01,"Pau Gasol",-33,251,25.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,greenda02,"Danny Green",229,3,22.00
201711200SAS,2017-11-20,ATL,SAS,fg3,greenda02,"Danny Green",-238,-27,23.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,gasolpa01,"Pau Gasol",47,88,9.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-129,16,12.00
201711200SAS,2017-11-20,ATL,SAS,fg3,anderky01,"Kyle Anderson",-243,-28,24.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,gasolpa01,"Pau Gasol",7,69,6.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,aldrila01,"LaMarcus Aldridge",153,203,25.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",44,38,5.00
201711200SAS,2017-11-20,ATL,SAS,fg2,gayru01,"Rudy Gay",56,121,13.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,murrade01,"Dejounte Murray",-113,-5,11.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-118,74,13.00
201711200SAS,2017-11-20,ATL,SAS,fg2,ginobma01,"Manu Ginobili",-21,-6,2.00
201711200SAS,2017-11-20,ATL,SAS,fg2,lauvejo01,"Joffrey Lauvergne",35,80,8.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",8,8,1.00
201711200SAS,2017-11-20,ATL,SAS,fg2,ginobma01,"Manu Ginobili",198,112,22.00
201711200SAS,2017-11-20,ATL,SAS,fg2,forbebr01,"Bryn Forbes",-120,115,16.00
201711200SAS,2017-11-20,ATL,SAS,fg2,ginobma01,"Manu Ginobili",-9,3,0.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,lauvejo01,"Joffrey Lauvergne",24,-4,2.00
201711200SAS,2017-11-20,ATL,SAS,fg2,gasolpa01,"Pau Gasol",58,0,5.00
201711200SAS,2017-11-20,ATL,SAS,fg2,millspa02,"Patty Mills",149,3,14.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,gasolpa01,"Pau Gasol",0,58,5.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,millspa02,"Patty Mills",159,197,25.00
201711200SAS,2017-11-20,ATL,SAS,fg2,forbebr01,"Bryn Forbes",43,100,10.00
201711200SAS,2017-11-20,ATL,SAS,fg3,forbebr01,"Bryn Forbes",-112,218,24.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,anderky01,"Kyle Anderson",-20,9,2.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,millspa02,"Patty Mills",-86,231,24.00
201711200SAS,2017-11-20,ATL,SAS,fg2,anderky01,"Kyle Anderson",16,42,4.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,forbebr01,"Bryn Forbes",141,209,25.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,anderky01,"Kyle Anderson",-14,5,1.00
201711200SAS,2017-11-20,ATL,SAS,fg3,millspa02,"Patty Mills",230,37,23.00
201711200SAS,2017-11-20,ATL,SAS,fg2,ginobma01,"Manu Ginobili",13,3,1.00
201711200SAS,2017-11-20,ATL,SAS,fg2,gasolpa01,"Pau Gasol",-195,6,19.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,millspa02,"Patty Mills",-114,216,24.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-119,145,18.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,gayru01,"Rudy Gay",22,3,2.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",-28,75,8.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-192,-1,19.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-70,179,19.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,millspa02,"Patty Mills",-58,254,26.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-14,209,20.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",-11,104,10.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",-7,29,2.00
201711200SAS,2017-11-20,ATL,SAS,fg2,anderky01,"Kyle Anderson",0,-6,0.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-133,131,18.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",0,-6,0.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,greenda02,"Danny Green",212,146,25.00
201711200SAS,2017-11-20,ATL,SAS,fg3,greenda02,"Danny Green",232,-21,23.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,gayru01,"Rudy Gay",80,104,13.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",0,-6,0.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",-181,113,21.00
201711200SAS,2017-11-20,ATL,SAS,fg3,ginobma01,"Manu Ginobili",178,170,24.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,bertada01,"Davis Bertans",-122,257,28.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,ginobma01,"Manu Ginobili",-23,90,9.00
201711200SAS,2017-11-20,ATL,SAS,fg2,murrade01,"Dejounte Murray",8,10,1.00
201711200SAS,2017-11-20,ATL,SAS,fg2,forbebr01,"Bryn Forbes",57,141,15.00
201711200SAS,2017-11-20,ATL,SAS,fg2,anderky01,"Kyle Anderson",-23,1,2.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,ginobma01,"Manu Ginobili",171,184,25.00
201711200SAS,2017-11-20,ATL,SAS,fg2,anderky01,"Kyle Anderson",4,107,10.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,forbebr01,"Bryn Forbes",-154,210,26.00
201711200SAS,2017-11-20,ATL,SAS,fg3,millspa02,"Patty Mills",-234,-11,23.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",98,12,9.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,forbebr01,"Bryn Forbes",-177,180,25.00
201711200SAS,2017-11-20,ATL,SAS,fg3,ginobma01,"Manu Ginobili",-231,27,23.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-11,25,2.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-76,105,12.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,greenda02,"Danny Green",-5,84,8.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,anderky01,"Kyle Anderson",-230,13,23.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-20,17,2.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,paulbr01,"Brandon Paul",227,15,22.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,greenda02,"Danny Green",-206,158,25.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-9,11,1.00
201711200SAS,2017-11-20,ATL,SAS,fg2x,aldrila01,"LaMarcus Aldridge",-101,95,13.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-17,27,3.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-128,160,20.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,ginobma01,"Manu Ginobili",27,249,25.00
201711200SAS,2017-11-20,ATL,SAS,fg3,greenda02,"Danny Green",184,184,26.00
201711200SAS,2017-11-20,ATL,SAS,fg3,greenda02,"Danny Green",-234,57,24.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",-3,13,1.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,aldrila01,"LaMarcus Aldridge",-148,225,26.00
201711200SAS,2017-11-20,ATL,SAS,fg3x,ginobma01,"Manu Ginobili",90,248,26.00
201711200SAS,2017-11-20,ATL,SAS,fg2,aldrila01,"LaMarcus Aldridge",0,-6,0.00
201711200SAS,2017-11-20,ATL,SAS,fg2,ginobma01,"Manu Ginobili",4,22,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,aldrila01,"LaMarcus Aldridge",-147,159,21.00
201711220NOP,2017-11-22,SAS,NOP,fg3,gasolpa01,"Pau Gasol",231,5,23.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,gasolpa01,"Pau Gasol",24,254,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,aldrila01,"LaMarcus Aldridge",-148,26,15.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,anderky01,"Kyle Anderson",5,18,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gasolpa01,"Pau Gasol",11,12,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,aldrila01,"LaMarcus Aldridge",-115,147,18.00
201711220NOP,2017-11-22,SAS,NOP,fg2,anderky01,"Kyle Anderson",0,79,7.00
201711220NOP,2017-11-22,SAS,NOP,fg3,gasolpa01,"Pau Gasol",84,244,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-23,4,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-93,121,15.00
201711220NOP,2017-11-22,SAS,NOP,fg2,millspa02,"Patty Mills",71,206,21.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,anderky01,"Kyle Anderson",-24,10,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-122,67,13.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gayru01,"Rudy Gay",-68,128,14.00
201711220NOP,2017-11-22,SAS,NOP,fg3,gayru01,"Rudy Gay",-231,16,23.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,lauvejo01,"Joffrey Lauvergne",-30,16,3.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gayru01,"Rudy Gay",-104,109,15.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,lauvejo01,"Joffrey Lauvergne",-27,6,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,ginobma01,"Manu Ginobili",-39,125,13.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gayru01,"Rudy Gay",198,-5,19.00
201711220NOP,2017-11-22,SAS,NOP,fg2,murrade01,"Dejounte Murray",86,173,19.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,ginobma01,"Manu Ginobili",217,118,24.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-27,0,2.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,bertada01,"Davis Bertans",223,2,22.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-196,8,19.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,murrade01,"Dejounte Murray",-5,22,2.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,millspa02,"Patty Mills",-5,262,26.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,aldrila01,"LaMarcus Aldridge",113,222,24.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,aldrila01,"LaMarcus Aldridge",139,27,14.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-144,28,14.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,anderky01,"Kyle Anderson",-103,53,11.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,gasolpa01,"Pau Gasol",-11,253,25.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,greenda02,"Danny Green",129,217,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gasolpa01,"Pau Gasol",-7,44,4.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,millspa02,"Patty Mills",160,196,25.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,ginobma01,"Manu Ginobili",225,112,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gasolpa01,"Pau Gasol",120,0,12.00
201711220NOP,2017-11-22,SAS,NOP,fg2,anderky01,"Kyle Anderson",209,-10,20.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,murrade01,"Dejounte Murray",-94,174,19.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,anderky01,"Kyle Anderson",8,228,22.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,aldrila01,"LaMarcus Aldridge",-79,148,16.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,greenda02,"Danny Green",141,119,18.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,millspa02,"Patty Mills",-55,178,18.00
201711220NOP,2017-11-22,SAS,NOP,fg2,anderky01,"Kyle Anderson",-25,14,2.00
201711220NOP,2017-11-22,SAS,NOP,fg3,gasolpa01,"Pau Gasol",126,220,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,anderky01,"Kyle Anderson",2,143,14.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,aldrila01,"LaMarcus Aldridge",-65,48,8.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,greenda02,"Danny Green",228,20,22.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,greenda02,"Danny Green",-112,222,24.00
201711220NOP,2017-11-22,SAS,NOP,fg2,anderky01,"Kyle Anderson",22,0,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gasolpa01,"Pau Gasol",-35,152,15.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,millspa02,"Patty Mills",-15,197,19.00
201711220NOP,2017-11-22,SAS,NOP,fg2,lauvejo01,"Joffrey Lauvergne",0,-6,0.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gasolpa01,"Pau Gasol",-55,153,16.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,millspa02,"Patty Mills",-188,184,26.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,lauvejo01,"Joffrey Lauvergne",-16,3,1.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,gayru01,"Rudy Gay",-228,56,23.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,lauvejo01,"Joffrey Lauvergne",6,11,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gasolpa01,"Pau Gasol",-11,5,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,greenda02,"Danny Green",-24,216,21.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,anderky01,"Kyle Anderson",-199,-7,19.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,millspa02,"Patty Mills",-54,243,24.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,forbebr01,"Bryn Forbes",-38,155,15.00
201711220NOP,2017-11-22,SAS,NOP,fg2,aldrila01,"LaMarcus Aldridge",-2,14,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,murrade01,"Dejounte Murray",34,8,3.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,paulbr01,"Brandon Paul",-188,178,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gayru01,"Rudy Gay",41,121,12.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gayru01,"Rudy Gay",-20,68,7.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,forbebr01,"Bryn Forbes",-198,150,24.00
201711220NOP,2017-11-22,SAS,NOP,fg2,murrade01,"Dejounte Murray",17,5,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gayru01,"Rudy Gay",-151,-4,15.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gayru01,"Rudy Gay",-93,5,9.00
201711220NOP,2017-11-22,SAS,NOP,fg2,murrade01,"Dejounte Murray",11,94,9.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,forbebr01,"Bryn Forbes",-134,215,25.00
201711220NOP,2017-11-22,SAS,NOP,fg3,forbebr01,"Bryn Forbes",-185,161,24.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,gayru01,"Rudy Gay",101,204,22.00
201711220NOP,2017-11-22,SAS,NOP,fg2,paulbr01,"Brandon Paul",17,17,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,murrade01,"Dejounte Murray",-6,194,19.00
201711220NOP,2017-11-22,SAS,NOP,fg2,murrade01,"Dejounte Murray",13,-5,1.00
201711220NOP,2017-11-22,SAS,NOP,fg3,gayru01,"Rudy Gay",-55,252,25.00
201711220NOP,2017-11-22,SAS,NOP,fg3x,bertada01,"Davis Bertans",-143,213,25.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,murrade01,"Dejounte Murray",-14,10,1.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gayru01,"Rudy Gay",24,-11,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2,murrade01,"Dejounte Murray",19,13,2.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gayru01,"Rudy Gay",-13,34,3.00
201711220NOP,2017-11-22,SAS,NOP,fg2x,murrade01,"Dejounte Murray",3,48,4.00
201711220NOP,2017-11-22,SAS,NOP,fg2,gayru01,"Rudy Gay",-5,221,22.00
201711250CHO,2017-11-25,SAS,CHO,fg2x,gasolpa01,"Pau Gasol",5,21,2.00
201711250CHO,2017-11-25,SAS,CHO,fg2x,greenda02,"Danny Green",140,162,21.00
201711250CHO,2017-11-25,SAS,CHO,fg3x,gasolpa01,"Pau Gasol",111,252,27.00
201711250CHO,2017-11-25,SAS,CHO,fg2x,aldrila01,"LaMarcus Aldridge",6,90,9.00
201711250CHO,2017-11-25,SAS,CHO,fg3,gasolpa01,"Pau Gasol",127,236,26.00
201711250CHO,2017-11-25,SAS,CHO,fg3x,millspa02,"Patty Mills",6,278,27.00
201711250CHO,2017-11-25,SAS,CHO,fg2x,anderky01,"Kyle Anderson",-6,31,3.00
201711250CHO,2017-11-25,SAS,CHO,fg3x,gasolpa01,"Pau Gasol",0,281,28.00
201711250CHO,2017-11-25,SAS,CHO,fg2x,aldrila01,"LaMarcus Aldridge",111,170,20.00
201711250CHO,2017-11-25,SAS,CHO,fg3x,millspa02,"Patty Mills",113,242,26.00
201711250CHO,2017-11-25,SAS,CHO,fg2,aldrila01,"LaMarcus Aldridge",-8,48,4.00
201711250CHO,2017-11-25,SAS,CHO,fg2,greenda02,"Danny Green",-8,37,3.00
201711250CHO,2017-11-25,SAS,CHO,fg2,gayru01,"Rudy Gay",22,107,10.00
201711250CHO,2017-11-25,SAS,CHO,fg2,aldrila01,"LaMarcus Aldridge",-106,18,10.00
201711250CHO,2017-11-25,SAS,CHO,fg3x,forbebr01,"Bryn Forbes",196,194,27.00
